"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"0006631",2012,"OK","Norman","73026","BRIDGE CREEK",1,0,1,"Exposure"
"2120523",2012,"OK","VINITA","74301","FOREMAN",1,0,1,"Unknown"
"29",2012,"OK","Clinton","73601","Modelle",1,0,1,"Electrical Malfunction"
"2012142",2012,"OK","SALINA","74365","",1,0,1,"Heating"
"0000058",2012,"OK","KEOTA","74941","CR 1175 RD",1,0,1,"Intentional"
"71",2012,"OK","Kinta","74552","1320",1,0,1,"None"
"0090-12",2012,"OK","BROOKEN","74462","104 S BK 1201 RD",1,0,1,"Natural"
"0000321",2012,"OK","Altus","73521","HEMLOCK",1,0,1,"Electrical Malfunction"
"2012070",2012,"OK","Luther","73054","Tonya",1,0,1,"Unknown"
"0000031",2012,"OK","Madill","73446","Purser Road",1,0,1,"Other Heat"
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Unknown"
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure"
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure"
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure"
"0000995",2012,"OK","Choctaw","73020","29",1,0,1,"Exposure"
"0002213",2012,"OK","Midwest City","73110","HARR",3,0,3,"Unknown"
"2049141",2012,"OK","OKLAHOMA CITY","73107","20TH",1,0,1,"Unknown"
"2078977",2012,"OK","OKLAHOMA CITY","73111","20TH",1,0,1,"Heating"
"2080402",2012,"OK","OKLAHOMA CITY","73120","DORCHESTER",5,0,5,"Heating"
"0091312",2012,"OK","stigler","74462","hwy 71",1,0,1,"Unknown"
"2012114",2012,"OK","Wewoka","74884","204 E 6th",1,0,1,"Cooking"
"0002278",2012,"OK","Duncan","73533","",1,0,1,"Unknown"
"0014012",2012,"OK","davidson","73530","locust",1,0,1,"Unknown"
"0014012",2012,"OK","davidson","73530","locust",1,0,1,"Exposure"
"0120014",2012,"OK","davidson","73530","locust",1,0,1,"Unknown"
"0120014",2012,"OK","davidson","73530","locust",1,0,1,"Exposure"
"0012075",2012,"OK","Sapulpa","74066","2322 West 126th St South",1,0,1,"Unknown"
"0005903",2012,"OK","TULSA","74110","BIRMINGHAM",1,0,1,"Intentional"
"0025773",2012,"OK","TULSA","74112","3",1,0,1,"Unknown"
"0028491",2012,"OK","TULSA","74108","193",1,0,1,"Other Unintentional, Careless"
"0046061",2012,"OK","TULSA","74107","28",1,0,1,"Unknown"
"0048498",2012,"OK","TULSA","74127","READING",1,0,1,"Unknown"
"0002928",2012,"OR","MILWAUKIE","97267","JENNINGS",1,0,1,"Other Heat"
"0001777",2012,"OR","Coos Bay","97420","11th",1,0,1,"Other Equipment"
"0016119",2012,"OR","Eugene","97404","River",1,0,1,"Unknown"
"0000484",2012,"OR","Cave Junction","97523","Takilma",1,0,1,"Other Unintentional, Careless"
"0001249",2012,"OR","Central Point","97502","MOUNTAIN VIEW",1,0,1,"Smoking"
"0000020",2012,"OR","Joseph","97846","Mill",1,0,1,"Unknown"
"0000035",2012,"OR","LAKEVIEW","97630","T",1,0,1,"Unknown"
"0000541",2012,"OR","Toledo","97391","Bay",1,0,1,"Unknown"
"0015422",2012,"OR","TIGARD","97223","Pfaffle",1,0,1,"Smoking"
"0000642",2012,"OR","Creswell","97424","HWY 99",1,0,1,"Unknown"
"0001566",2012,"PA","PITTSBURGH","15226","MCNEILLY",2,0,2,"Smoking"
"19",2012,"PA","HarmarTownship of","15024","Highbury",1,0,1,"Investigation with Arson Module"
"0001858",2012,"PA","BADEN","15005","North",1,0,1,"Intentional"
"0016715",2012,"PA","Bensalem","19020","MARION",2,0,2,"Unknown"
"0000076",2012,"PA","Ebensburg","15931","Tanner",1,0,1,"Unknown"
"0000010",2012,"PA","Rimersburg","16248","route 861",1,0,1,"Other Heat"
"0113329",2012,"PA","New Cumberland","17070","4th",1,0,1,"Smoking"
"0064293",2012,"PA","Garnet Valley","19061","Belmont Lane",1,0,1,"Cooking"
"0000066",2012,"PA","LANCASTER","17603","OLIVE",1,0,1,"Intentional"
"0609312",2012,"PA","Lancaster","17603","REDWOOD DR",1,0,1,"Electrical Malfunction"
"0003771",2012,"PA","New Castle","16101","Morvia Street",2,0,2,"Unknown"
"0000021",2012,"PA","Fogelsville","18051","Seipstown",1,0,1,"Unknown"
"0000295",2012,"PA","Pittston","18640","Main",1,0,1,"Open Flame"
"0030580",2012,"PA","PHILADELPHIA","19114","WELSH",1,0,1,"Appliances"
"0100093",2012,"PA","PHILADELPHIA","19135","TORRESDALE",3,0,3,"Equipment Misoperation, Failure"
"0190768",2012,"PA","PHILADELPHIA","19147","WHARTON",1,0,1,"Smoking"
"1760263",2012,"PA","PHILADELPHIA","19143","YEWDALL",1,0,1,"Intentional"
"0005000",2012,"PA","Shenandoah","17976","COAL",4,0,4,"Unknown"
"0010938",2012,"PA","Shenandoah","17976","COLUMBUS",1,0,1,"Unknown"
"0000525",2012,"PA","Shrewsbury","17361","SUSQUEHANNA",1,0,1,"Equipment Misoperation, Failure"
"4074",2012,"RI","Cranston","02905","DENNIS AVE",1,0,1,"Unknown"
"10885",2012,"RI","EAST PROVIDENCE","02915","PROVIDENCE",1,0,1,"Intentional"
"2012049",2012,"RI","Prudence Island","02872","0151 Concord",1,0,1,"Unknown"
"0016929",2012,"SC","Beech Island","29842","Atomic",1,0,1,"Intentional"
"1302560",2012,"SC","Aiken","29801","Brucewood",1,0,1,"Other Unintentional, Careless"
"AFD0027",2012,"SC","Allendale","29810","Flowers",1,0,1,"Smoking"
"949",2012,"SC","Townville","29689","Laurel",1,0,1,"Intentional"
"2349",2012,"SC","Anderson","29626","Peninsula",1,0,1,"Other Unintentional, Careless"
"0000070",2012,"SC","Belton","29627","Pine Forest",1,0,1,"Unknown"
"0120043",2012,"SC","Bamberg","29003","Charleston Augusta",1,0,1,"Other Unintentional, Careless"
"0000266",2012,"SC","Denmark","29042","Cotton",1,0,1,"Appliances"
"2012013",2012,"SC","Williston","29853","Jones Ray",1,0,1,"Unknown"
"0131313",2012,"SC","ST MATTHEWS","29135","OLGESBY",1,0,1,"Other Unintentional, Careless"
"0014833",2012,"SC","CHARLESTON","29403","MAPLE",1,0,1,"Investigation with Arson Module"
"0047055",2012,"SC","CHARLESTON","29414","BREVARD",1,0,1,"Open Flame"
"40072",2012,"SC","GAFFNEY","29341","CAROLINA RIDGE",1,0,1,"Unknown"
"120062",2012,"SC","Hartsville","29550","Collins",1,0,1,"Unknown"
"315",2012,"SC","Marietta","29661","Trammell",1,0,1,"Unknown"
"1201372",2012,"SC","Piedmont","29673","Fourth Day",2,0,2,"Unknown"
"1001079",2012,"SC","LORIS","29569","DOUSTON",3,0,3,"Unknown"
"4016291",2012,"SC","CONWAY","29526","BEAR BLUFF",1,0,1,"Other Unintentional, Careless"
"1200281",2012,"SC","Lancaster","29720","Potter",1,0,1,"Unknown"
"0700207",2012,"SC","Indian Land","29707","Riverchase",1,0,1,"Other Unintentional, Careless"
"1200342",2012,"SC","Kershaw","29067","Marion",1,0,1,"Other Unintentional, Careless"
"12577",2012,"SC","Cassatt","29000","Hubb Kelley Rd",1,0,1,"Unknown"
"0002587",2012,"SC","West Columbia","29172","FISH HATCHERY",2,0,2,"Unknown"
"0007319",2012,"SC","Gaston","29053","BLACKVILLE",1,0,1,"Unknown"
"0000552",2012,"SC","Orangeburg","29115","SHERRIE",1,0,1,"Unknown"
"0006670",2012,"SC","COLUMBIA","29203","West",1,0,1,"Unknown"
"0010733",2012,"SC","EASTOVER","29044","Hezekiah",1,0,1,"Investigation with Arson Module"
"2012033",2012,"SC","WELLFORD","29385","NAZARETH RD",2,0,2,"Heating"
"100012",2012,"SC","Spartanburg","29306","Loop",1,0,1,"Heating"
"34",2012,"SC","Monarch","29379","SIMS",2,0,2,"None"
"2012035",2012,"SC","union","29379","sims avenue",2,0,2,"Smoking"
"0000055",2012,"SC","York","29745","HWY 55",2,0,2,"Unknown"
"0009040",2012,"SD","SIOUX FALLS","57104","COVELL",1,0,1,"None"
"0012339",2012,"SD","RAPID CITY","57702","6",4,0,4,"Playing with Heat Source"
"1000312",2012,"TN","CLINTON","37716","LOBSTER",1,0,1,"Smoking"
"12048",2012,"TN","Shelbyville","37160","Richland",1,0,1,"Unknown"
"12436",2012,"TN","Shelbyville","37160","Depot",1,0,1,"Electrical Malfunction"
"0000609",2012,"TN","Unionville","37180","Kingdom",2,0,2,"Unknown"
"0000609",2012,"TN","Unionville","37180","Kingdom",2,0,2,"Exposure"
"0121111",2012,"TN","Townsend","37882","Webb Road",1,0,1,"Electrical Malfunction"
"577",2012,"TN","Maryville","37804","Sevier",1,0,1,"Unknown"
"0000244",2012,"TN","CLEVELAND","37311","Blount",1,0,1,"Smoking"
"1211121",2012,"TN","Newcomb","37819","Hwy 297",2,0,2,"Unknown"
"1209672",2012,"TN","Woodbury","37190","Morgan ",1,0,1,"Unknown"
"1206451",2012,"TN","lavinia","38348","highway 220",1,0,1,"Other Heat"
"0000086",2012,"TN","Crossville","38555","Darrell Avenue",1,0,1,"Smoking"
"0007383",2012,"TN","Nashville","37207","Duke",1,0,1,"Other Unintentional, Careless"
"0025799",2012,"TN","Nashville","37206","SKYVIEW",1,0,1,"Open Flame"
"0000021",2012,"TN","Smithville","37166","Hurricane Ridge Rd",1,0,1,"Electrical Malfunction"
"2012042",2012,"TN","Charlotte","37036","Loggins Rd",1,0,1,"Unknown"
"14",2012,"TN","Vanleer","37181","Hortense Road",1,0,1,"Smoking"
"0001167",2012,"TN","Dickson","37055","Eastwood",1,0,1,"Unknown"
"1262524",2012,"TN","Belvidere","37306","Keith Springs Mountain",1,0,1,"Unknown"
"0049309",2012,"TN","WINCHESTER","37398","CARSON LANE",1,0,1,"Electrical Malfunction"
"0012220",2012,"TN","Humboldt","38343","Humboldt Gibson",1,0,1,"Other Equipment"
"0000664",2012,"TN","SODDY DAISY","37379","CRAWLEY",1,0,1,"Unknown"
"2123250",2012,"TN","East Ridge","37412","BENNETT",1,0,1,"Unknown"
"2012024",2012,"TN","Church Hill","37642","Big Elm",1,0,1,"Electrical Malfunction"
"2012285",2012,"TN","Paris","38242","OLD MCKENZIE HWY",1,0,1,"Unknown"
"0000058",2012,"TN","White Pine","37890","Phillps",1,0,1,"Unknown"
"1204070",2012,"TN","JEFFERSON CITY","37760","MEADOW SPRINGS",1,0,1,"Smoking"
"0022328",2012,"TN","Knoxville","37938","RACCOON VALLEY",1,0,1,"Other Unintentional, Careless"
"0022663",2012,"TN","St Joseph","38481","Pace Road",2,0,2,"Unknown"
"0000141",2012,"TN","Fayetteville","37334","Kidd",1,0,1,"Heating"
"12010",2012,"TN","Lafayette","37083","Sycamore St",1,0,1,"Cooking"
"0000462",2012,"TN","JACKSON","38301","BEECH BLUFF",1,0,1,"Other Heat"
"0003314",2012,"TN","COLUMBIA","38401","17TH ST",1,0,1,"Unknown"
"0003314",2012,"TN","COLUMBIA","38401","17TH ST",1,0,1,"Exposure"
"0003314",2012,"TN","COLUMBIA","38401","17TH ST",1,0,1,"Exposure"
"423",2012,"TN","Mount Pleasant","38474","Mt Joy",1,0,1,"Unknown"
"0000004",2012,"TN","Vonore","37354","Lakside",1,0,1,"Other Equipment"
"0000340",2012,"TN","TELLICO PLAINS","37385","TOWEE FALLS",2,0,2,"Heating"
"0007527",2012,"TN","Clarksville","37040","TRAHERN",1,0,1,"Cooking"
"2012069",2012,"TN","HORNBEAK","38232","N SHAWTOWN RD",1,0,1,"Unknown"
"0924121",2012,"TN","Copperhill","37137","Deal Hollow",3,0,3,"Heating"
"2012175",2012,"TN","Baxter","38544","Old Baxter",1,0,1,"Open Flame"
"2012258",2012,"TN","Baxter","38544","Silas Vickers",1,0,1,"Other Heat"
"1210626",2012,"TN","MURFREESBORO","37130","TENNESSEE",1,0,1,"Electrical Malfunction"
"0513121",2012,"TN","Kodak","37764","Meadow",1,0,1,"Smoking"
"0002555",2012,"TN","Memphis","38119","Essex",1,0,1,"Unknown"
"0012665",2012,"TN","Memphis","38104","Manassas",1,0,1,"Heating"
"0018808",2012,"TN","MEMPHIS","38018","DEXTER",1,0,1,"Open Flame"
"0022041",2012,"TN","Memphis","38117","Whiting",1,0,1,"Electrical Malfunction"
"0038184",2012,"TN","Memphis","38128","Winwood",1,0,1,"Other Unintentional, Careless"
"0057604",2012,"TN","Memphis","38111","Carnes",1,0,1,"Unknown"
"0068600",2012,"TN","Memphis","38114","Alcy",1,0,1,"Electrical Malfunction"
"0081233",2012,"TN","Memphis","38108","Curry",1,0,1,"Electrical Malfunction"
"0093620",2012,"TN","Memphis","38108","Sunset",1,0,1,"Electrical Malfunction"
"0094695",2012,"TN","MEMPHIS","38128","PRISCILLA",1,0,1,"Natural"
"0097513",2012,"TN","Memphis","38112","Eva",1,0,1,"Intentional"
"0104876",2012,"TN","MEMPHIS","38116","CROMWELL",2,0,2,"Unknown"
"0012849",2012,"TN","ARLINGTON","38002","WALKER SPRINGS",1,0,1,"Appliances"
"8015184",2012,"TN","ARLINGTON","38002","SHOE HORN",1,0,1,"Unknown"
"8015184",2012,"TN","ARLINGTON","38002","SHOE HORN",1,0,1,"Exposure"
"0120239",2012,"TN","Dover","37058","Upper Standing Rock",2,0,2,"Unknown"
"0120291",2012,"TN","Indian Mound","37079","Hwy 46",2,0,2,"Unknown"
"1202771",2012,"TN","BRISTOL","37620","GEORGIA",1,0,1,"Electrical Malfunction"
"0000746",2012,"TN","BETHPAGE","37148","BUCK PERRY ROAD",1,0,1,"Smoking"
"0120086",2012,"TN","Luttrell","37779","Front",1,0,1,"Playing with Heat Source"
"2012393",2012,"TN","Spencer","38585","Denny",1,0,1,"Smoking"
"0001849",2012,"TN","JOHNSON CITY","37601","PINE RIDGE",2,0,2,"Electrical Malfunction"
"0003327",2012,"TN","JOHNSON CITY","37601","SANFORD",1,0,1,"Cooking"
"0002398",2012,"TX","Lufkin","75901","Humason Avenue",1,0,1,"Unknown"
"0004187",2012,"TX","Lufkin","75901","Lubbock Street",1,0,1,"Electrical Malfunction"
"65",2012,"TX","JOURDANTON","78026","408 MAIN ST",2,0,2,"None"
"2012035",2012,"TX","Jourdanton","78026","410 Main St",2,0,2,"Unknown"
"1207142",2012,"TX","Bellville","77418","Palm",1,0,1,"Unknown"
"2950011",2012,"TX","LAKEHILLS","78063","18TH ST E",1,0,1,"Intentional"
"2005817",2012,"TX","Killeen","76541","GRAY",3,0,3,"Investigation with Arson Module"
"8260048",2012,"TX","SAN ANTONIO","78249","GLAZE",1,0,1,"Exposure"
"8260048",2012,"TX","SAN ANTONIO","78249","GLAZE",1,0,1,"Exposure"
"9010459",2012,"TX","SAN ANTONIO","78237","SAN IGNACIO",1,0,1,"Unknown"
"9160048",2012,"TX","SAN ANTONIO","78238","TIMBERHILL",2,0,2,"Other Equipment"
"1205025",2012,"TX","Liverpool","77577","Fathom",1,0,1,"Unknown"
"1221398",2012,"TX","Freeport","77541","5th",1,0,1,"Open Flame"
"039",2012,"TX","BurnetCounty","78611","West Mountaian View",1,0,1,"Electrical Malfunction"
"2041502",2012,"TX","Mckinney","75069","FM 546 Private Road",1,0,1,"Other Unintentional, Careless"
"0062216",2012,"TX","Frisco","75034","Glenoaks",1,0,1,"Intentional"
"0020516",2012,"TX","PLANO","75075","Parkhaven",1,0,1,"Electrical Malfunction"
"123112a",2012,"TX","OaKland","78962","Durburry lane",1,0,1,"None"
"2001480",2012,"TX","Cedar Hill","75104","SUFFOLK",3,0,3,"Unknown"
"0000589",2012,"TX","CARROLLTON","75007","LYMINGTON",1,0,1,"Unknown"
"0001154",2012,"TX","UNIVERSITY PARK","75225","NORTHWEST",1,0,1,"Unknown"
"1201110",2012,"TX","Garland","75044","BELT LINE",1,0,1,"Investigation with Arson Module"
"2027650",2012,"TX","DALLAS","75228","SAN MEDINA",1,0,1,"Smoking"
"2031542",2012,"TX","DALLAS","75230","MEADOW PARK",1,0,1,"Heating"
"2037113",2012,"TX","DALLAS","75212","GALLAGHER",1,0,1,"Unknown"
"2043960",2012,"TX","DALLAS","75215","HATCHER",1,0,1,"Heating"
"2139738",2012,"TX","DALLAS","75205","CENTRAL",1,0,1,"Smoking"
"2149003",2012,"TX","DALLAS","75238","MOSSCREST",2,0,2,"Appliances"
"2181490",2012,"TX","DALLAS","75215","PARK",1,0,1,"Investigation with Arson Module"
"0000369",2012,"TX","DENTON COUNTY","75065","HOOK",1,0,1,"Unknown"
