"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause","lon","lat"
"0000023",2012,"NC","Bryson City","28713","Jenkins Branch Rd",1,0,1,"Unknown",-83.4473809,35.4309291
"0000420",2012,"NC","Bryson City","28713","Arlington Avenue",1,0,1,"Electrical Malfunction",-83.4473809,35.4309291
"321",2012,"NC","Sapphire","28774","Meadowlark",1,0,1,"Investigation with Arson Module",-83.0029198,35.1070374
"14365",2012,"NC","Henderson","27536","Champion",1,0,1,"Heating",-114.9817213,36.0395247
"0007449",2012,"NC","Wendell","27591","LAKEWOOD",1,0,1,"Cooking",-78.3697213,35.780987
"0000628",2012,"NC","Goldsboro","27530","POPLAR",1,0,1,"Open Flame",-77.9927651,35.3848841
"0002490",2012,"NC","Goldsboro","27530","Brenn",1,0,1,"Unknown",-77.9927651,35.3848841
"1201730",2012,"NC","WILSON","27893","WEAVER",1,0,1,"Other Unintentional, Careless",-77.9155395,35.7212689
"0000425",2012,"ND","FARGO","58103","10",1,0,1,"Heating",-96.7898034,46.8771863
"12-0110",2012,"ND","rugby","58368","812 2nd",1,0,1,"Open Flame",-99.9962463,48.3688876
"0025517",2012,"NE","OMAHA","68108","VINTON",1,0,1,"Intentional",-95.9979883,41.2523634
"0047518",2012,"NE","OMAHA","68111","FOWLER",2,0,2,"Heating",-95.9979883,41.2523634
"0012005",2012,"NE","Plattsmouth","68048","Buccaneer",1,0,1,"Open Flame",-95.8808424,41.0111103
"0000107",2012,"NE","Scottsbluff","69361","5TH",1,0,1,"Other Equipment",-103.6671662,41.8666341
"0000107",2012,"NE","Scottsbluff","69361","5TH",1,0,1,"Exposure",-103.6671662,41.8666341
"121244",2012,"NE","David City","68632","7th",2,0,2,"Open Flame",-97.1300372,41.2527908
"012-009",2012,"NE","St Paul","68873","5th Street",1,0,1,"Other Heat",-93.0899578,44.9537029
"0022201",2012,"NE","bridgeort","69336","313 h st",1,0,1,"Other Heat",-73.1951767,41.1865478
"0000147",2012,"NH","Northfield","03276","Granite",1,0,1,"Unknown",-93.161604,44.4582983
"0000989",2012,"NH","Albany","03818","CROSSOVER",1,0,1,"Unknown",-73.7562317,42.6525793
"0000213",2012,"NH","Berlin","03570","WILLIAMSON AVENUE",1,0,1,"Unknown",13.404954,52.5200066
"0000791",2012,"NH","Goffstown","03045","Church",1,0,1,"Unknown",-71.6002223,43.0204052
"0000001",2012,"NH","Andover","03216","Meadowlark Lane",2,0,2,"Heating",-71.1322796,42.6471655
"0004069",2012,"NH","DERRY","03038","NORWICH PL",1,0,1,"None",-7.3085748,54.9966124
"147",2012,"NH","PORTSMOUTH","03801","UNION",1,0,1,"Unknown",-76.2982742,36.8354258
"0000031",2012,"NJ","Margate City","08402","Thurlow",2,0,2,"Unknown",-74.5034858,39.327894
"0000323",2012,"NJ","Ridgefield","07657","Linden",2,0,2,"Unknown",-73.4975412,41.2840635
"0001048",2012,"NJ","Willingboro","08046","MILLBROOK",2,0,2,"Electrical Malfunction",-74.8916458,40.028848
"0000061",2012,"NJ","Columbus","08022","COLUMBUS JOBSTOWN",1,0,1,"Unknown",-82.9987942,39.9611755
"0000113",2012,"NJ","Florence","08518","SECOND",2,0,2,"Unknown",11.2558136,43.7695604
"0164327",2012,"NJ","AUDUBON","08106","White Horse",1,0,1,"Unknown",-75.4318532,40.1278839
"0050986",2012,"NJ","CAMDEN","08103","Decatur",1,0,1,"Unknown",-75.1196199,39.9259463
"0057694",2012,"NJ","CAMDEN","08102","Point",2,0,2,"Unknown",-75.1196199,39.9259463
"0057694",2012,"NJ","CAMDEN","08102","Point",2,0,2,"Exposure",-75.1196199,39.9259463
"0057694",2012,"NJ","CAMDEN","08102","Point",2,0,2,"Exposure",-75.1196199,39.9259463
"0124490",2012,"NJ","CAMDEN","08104","Hull",1,0,1,"Unknown",-75.1196199,39.9259463
"0154544",2012,"NJ","CAMDEN","08103","Thurman",2,0,2,"Unknown",-75.1196199,39.9259463
"0154544",2012,"NJ","CAMDEN","08103","Thurman",2,0,2,"Exposure",-75.1196199,39.9259463
"0154544",2012,"NJ","CAMDEN","08103","Thurman",2,0,2,"Exposure",-75.1196199,39.9259463
"0154544",2012,"NJ","CAMDEN","08103","Thurman",2,0,2,"Exposure",-75.1196199,39.9259463
"90",2012,"NJ","North Cape May","08204","BAYSHORE",1,0,1,"Smoking",-74.9579523,38.9820569
"0000295",2012,"NJ","Bridgeton","08302","Church",1,0,1,"Unknown",-75.2340768,39.427337
"1200242",2012,"NJ","EAST ORANGE","07017","S MUNN AVE",2,0,2,"Unknown",-74.2048677,40.767323
"0001179",2012,"NJ","IRVINGTON","07111","CHANCELLOR",1,0,1,"Other Heat",-74.2286435,40.7263249
"0001189",2012,"NJ","IRVINGTON","07111","CUMMINGS",1,0,1,"Unknown",-74.2286435,40.7263249
"0001189",2012,"NJ","IRVINGTON","07111","CUMMINGS",1,0,1,"Exposure",-74.2286435,40.7263249
"0000298",2012,"NJ","Sewell","08080","GOLFVIEW",1,0,1,"Unknown",-75.1441926,39.7662167
"0030704",2012,"NJ","Milford","08848","Rummel",1,0,1,"Open Flame",-73.064036,41.2306979
"0000284",2012,"NJ","HAMPTON","08827","RACE",1,0,1,"Unknown",-76.3452218,37.0298687
"2012005",2012,"NJ","Milltown","08850","joffre",1,0,1,"Exposure",-74.4432073,40.4562164
"540",2012,"NJ","South River","08882","MAIN",1,0,1,"Unknown",-74.3859831,40.446495
"0000045",2012,"NJ","Hopelawn","08861","Lee",1,0,1,"Other Unintentional, Careless",-74.2929275,40.5270505
"2012034",2012,"NJ","Metuchen","08840","Jefferson",1,1,2,"Intentional",-74.3632049,40.5431598
"0000426",2012,"NJ","Howell Township","07731","MARINERS",1,0,1,"Unknown",-74.2082671,40.1645785
"0904004",2012,"NJ","Middletown","07748","Jersey",1,0,1,"Unknown",-72.6506488,41.5623209
"1200019",2012,"NJ","Netcong","07857","Main",1,0,1,"Other Heat",-74.7065516,40.8989877
"0000332",2012,"NJ","Berkeley Twp","08757","BIABOU",1,0,1,"Unknown",-74.1827119,39.8971996
"0230142",2012,"NJ","Brick","08724","Baser La",1,0,1,"Smoking",-74.1371832,40.0578384
"930",2012,"NJ","Paterson","07505","Main",1,0,1,"Unknown",-74.171811,40.9167654
"1360",2012,"NJ","Paterson","07505","7Th",1,0,1,"Unknown",-74.171811,40.9167654
"58",2012,"NJ","Roselle","07203","Raritan",1,0,1,"Other Unintentional, Careless",-88.0797933,41.9847504
"1578",2012,"NM","Sunland Park","88063","Maple",1,0,1,"Investigation with Arson Module",-106.5592932,31.8049943
"1121358",2012,"NM","Hobbs","88240","Selman",1,0,1,"Unknown",-103.1360403,32.7026116
"0002045",2012,"NM","Mescalero","88340","1385 Mescalero Blvd",1,0,1,"Other Heat",-105.7741541,33.1575854
"0250065",2012,"NM","Cedar Hill","87410","CR2475",1,0,1,"Other Equipment",-96.9561152,32.5884689
"0610089",2012,"NM","FarmingtonCCD","87401","CR5582",2,0,2,"Unknown",,
"0610232",2012,"NM","Flora Vista","87415","CR3332",1,0,1,"None",-117.2535575,33.0561311
"0790115",2012,"NM","Two Grey HillsTrad","87325","NEWCOMB",1,0,1,"None",-110.760465,43.4794
"0860-12",2012,"NM","Las Vegas","87701","7th",1,0,1,"Unknown",-115.1398296,36.1699412
"3016",2012,"NM","El Rancho","87506","JOSE ALFREDO",1,0,1,"Unknown",-106.0797459,35.889192
"12-1334",2012,"NM","Los Lunas","87031","Soquel",1,0,1,"Other Unintentional, Careless",-106.7333599,34.806166
"2153579",2012,"NV","Clark County","89115","Las Vegas",1,0,1,"None",-115.094045,36.0795613
"2295359",2012,"NV","Las Vegas","89101","9TH",1,0,1,"Unknown",-115.1398296,36.1699412
"2303521",2012,"NV","Las Vegas","89107","Brush",1,0,1,"Unknown",-115.1398296,36.1699412
"2329098",2012,"NV","Clark County","89121","Boulder",2,0,2,"None",-115.094045,36.0795613
"2153579",2012,"NV","Clark County","89115","Las Vegas",3,0,3,"None",-115.094045,36.0795613
"2048170",2012,"NV","Clark County","89119","Del Mar",1,0,1,"Unknown",-115.094045,36.0795613
"2054246",2012,"NV","Clark County","89103","Solteros",1,0,1,"Smoking",-115.094045,36.0795613
"2117331",2012,"NV","Clark County","89121","Desert Inn",1,0,1,"Unknown",-115.094045,36.0795613
"2153579",2012,"NV","Clark County","89115","Las Vegas",3,0,3,"Unknown",-115.094045,36.0795613
"2153579",2012,"NV","Clark County","89115","Las Vegas",3,0,3,"Exposure",-115.094045,36.0795613
"2244955",2012,"NV","Clark County","89122","DEATH VALLEY",1,0,1,"Intentional",-115.094045,36.0795613
"2285813",2012,"NV","Clark County","89118","Tropicana",1,0,1,"Unknown",-115.094045,36.0795613
"2329098",2012,"NV","Clark County","89121","Boulder",2,0,2,"Unknown",-115.094045,36.0795613
"0000150",2012,"NV","Pahrump","89060","Leslie",1,0,1,"Investigation with Arson Module",-115.9839147,36.2082943
"0005993",2012,"NV","Reno","89502","WELLS",2,0,2,"Open Flame",-119.8138027,39.5296329
"0027690",2012,"NV","Reno","89502","WRONDEL",1,0,1,"Unknown",-119.8138027,39.5296329
"0038897",2012,"NY","Cohoes","12047","SARATOGA ST",1,0,1,"Other Unintentional, Careless",-73.7001187,42.7742446
"0002716",2012,"NY","Binghamton","13905","PARK ST",1,0,1,"Smoking",-75.9179738,42.0986867
"0000205",2012,"NY","Hinsdale","14743","PENNSYLVANIA",1,0,1,"Open Flame",-87.9370052,41.8008642
"0001023",2012,"NY","AUBURN","13021","GREENVIEW",2,0,2,"Heating",-85.4951663,32.5933574
"0000217",2012,"NY","Horseheads","14845","Lee",1,0,1,"Unknown",-76.8205119,42.167019
"0000266",2012,"NY","DEPEW","14043","CAYUGA BLVD",1,0,1,"Unknown",-78.6922515,42.9039476
"0000007",2012,"NY","Tonawanda","14150","ROSEMONT",1,0,1,"Other Unintentional, Careless",-78.880315,43.0203347
"39",2012,"NY","Fort Covington","12937","State Route 37",1,0,1,"Other Heat",-74.49651,44.988444
"1368",2012,"NY","Ilion","13357","Otsego",1,0,1,"Unknown",-75.0354347,43.0150703
"0001356",2012,"NY","WATERTOWN","13601","COFFEEN",1,0,1,"Electrical Malfunction",-71.1828321,42.3709299
"0032611",2012,"NY","New York City","11213","PACIFIC ST",1,0,1,"Unknown",-74.0059413,40.7127837
"0039637",2012,"NY","New York City","11207","DECATUR ST",1,0,1,"Unknown",-74.0059413,40.7127837
"0041040",2012,"NY","New York City","10035","E 117 ST",1,0,1,"Unknown",-74.0059413,40.7127837
"0080133",2012,"NY","New York City","10466","E 225 ST",1,0,1,"Electrical Malfunction",-74.0059413,40.7127837
"0090378",2012,"NY","New York City","11436","120 AVE",1,0,1,"Unknown",-74.0059413,40.7127837
"0129798",2012,"NY","New York City","10466","E 234 ST",1,0,1,"Unknown",-74.0059413,40.7127837
"0132324",2012,"NY","Brooklyn","11205","DEKALB AVE",1,0,1,"Unknown",-73.9441579,40.6781784
"0288337",2012,"NY","New York City","11358","189 ST",1,0,1,"Unknown",-74.0059413,40.7127837
"0328765",2012,"NY","New York City","11216","JEFFERSON AVE",1,0,1,"Unknown",-74.0059413,40.7127837
"0361402",2012,"NY","New York City","11207","FURMAN AVE",1,0,1,"Unknown",-74.0059413,40.7127837
"0414191",2012,"NY","New York City","11211","LEONARD ST",1,0,1,"Open Flame",-74.0059413,40.7127837
"0420963",2012,"NY","New York City","11211","CONSELYEA ST",1,0,1,"Open Flame",-74.0059413,40.7127837
"0849262",2012,"NY","New York City","10463","ALBANY CRES",2,0,2,"Unknown",-74.0059413,40.7127837
"0940218",2012,"NY","New York City","11216","FRANKLIN AVE",1,0,1,"Unknown",-74.0059413,40.7127837
"1029303",2012,"NY","New York City","10035","E 120 ST",1,0,1,"Unknown",-74.0059413,40.7127837
"1052014",2012,"NY","New York City","10304","OSGOOD AVE",1,0,1,"Unknown",-74.0059413,40.7127837
"1075107",2012,"NY","New York City","10473","BEACH AVE",3,0,3,"Unknown",-74.0059413,40.7127837
"0003962",2012,"NY","ROCHESTER","14608","GRAPE ST",4,0,4,"Intentional",-77.6109219,43.16103
"0009199",2012,"NY","ROCHESTER","14611","HOME PL",2,0,2,"Unknown",-77.6109219,43.16103
"0009199",2012,"NY","ROCHESTER","14611","HOME PL",2,0,2,"Exposure",-77.6109219,43.16103
"0009199",2012,"NY","ROCHESTER","14611","HOME PL",2,0,2,"Exposure",-77.6109219,43.16103
"0009199",2012,"NY","ROCHESTER","14611","HOME PL",2,0,2,"Exposure",-77.6109219,43.16103
"0015657",2012,"NY","ROCHESTER","14605","BAY ST",1,0,1,"Intentional",-77.6109219,43.16103
"0023238",2012,"NY","ROCHESTER","14613","PIERPONT ST",1,0,1,"Unknown",-77.6109219,43.16103
"0023238",2012,"NY","ROCHESTER","14613","PIERPONT ST",1,0,1,"Exposure",-77.6109219,43.16103
"0000195",2012,"NY","ROCHESTER","14606","AVACADO LA",1,0,1,"Other Heat",-77.6109219,43.16103
"0000385",2012,"NY","ROCHESTER","14609","FALSTAFF RD",1,0,1,"Unknown",-77.6109219,43.16103
"0002553",2012,"NY","WEBSTER","14580","LAKE RD",1,2,3,"Intentional",-95.1182645,29.5377315
"0000361",2012,"NY","MANORHAVEN","11050","SINTSINK DR W",1,0,1,"Investigation with Arson Module",-73.714853,40.8431559
"0000644",2012,"NY","LOCKPORT","14094","CAROLINA AVE",1,0,1,"Unknown",-88.057837,41.5894752
"81207",2012,"NY","Newfane","14108","McClelland rd",1,0,1,"Unknown",-78.7103118,43.286723
"0124173",2012,"NY","Rome","13440","Black River",1,0,1,"Investigation with Arson Module",12.4963655,41.9027835
"0300851",2012,"NY","BALDWINSVILLE","13027","CONIFER",1,0,1,"Natural",-76.3327095,43.1586786
"9908583",2012,"NY","SYRACUSE","13206","VILLAGE",1,0,1,"Intentional",-76.1474244,43.0481221
"0000092",2012,"NY","CARMEL","10512","WYNDHAM LANE",4,0,4,"Investigation with Arson Module",-121.9232879,36.5552386
"0000180",2012,"NY","NEW CITY","10956","CENTRAL AV",1,0,1,"Unknown",-87.6470216,41.9080906
"0000044",2012,"NY","Mechanicville","12118","Main Street",1,0,1,"Smoking",-73.6873405,42.9028547
"2019714",2012,"NY","Schenectady","12308","Foster",1,0,1,"Smoking",-73.9395687,42.8142432
"2067308",2012,"NY","Schenectady","12304","State",1,0,1,"Electrical Malfunction",-73.9395687,42.8142432
"2067308",2012,"NY","Schenectady","12304","State",1,0,1,"Exposure",-73.9395687,42.8142432
"2326069",2012,"NY","Schenectady","12306","Helderberg",1,0,1,"Smoking",-73.9395687,42.8142432
"2326069",2012,"NY","Schenectady","12306","Helderberg",1,0,1,"Exposure",-73.9395687,42.8142432
"0001222",2012,"NY","Mount Vernon","10550","W 2nd St",1,0,1,"Unknown",-77.0861753,38.707982
"0000047",2012,"OH","Andover","44003","Beaver",1,0,1,"Unknown",-71.1322796,42.6471655
"0000030",2012,"OH","Orwell Twp","44076","WindsorEast",1,0,1,"Investigation with Arson Module",-76.2826675,41.8725914
"0000032",2012,"OH","Pierpont","44082","State Route 167",1,0,1,"Unknown",-80.1620167,39.4824728
"0000101",2012,"OH","SHADYSIDE","43947","WEGEE ROAD",1,0,1,"Unknown",-79.9276651,40.4556477
"0000006",2012,"OH","Powhatan Point","43942","Wheeling",1,0,1,"Unknown",-80.815368,39.860075
"0010923",2012,"OH","HAMILTON","45011","PINE",1,0,1,"Other Unintentional, Careless",-84.5613355,39.3995008
"0000009",2012,"OH","Hamilton","45013","Sevenmile",1,0,1,"Unknown",-84.5613355,39.3995008
"0000004",2012,"OH","Seven Mile","45062","Hamilton Eaton 20004750",1,0,1,"Other Heat",-87.955841,42.830677
"12105",2012,"OH","South Vienna","45369","Banyon",1,0,1,"Unknown",-83.6124236,39.9270045
"0000068",2012,"OH","East Liverpool","43920","Vine",4,0,4,"Intentional",-80.5772928,40.6186756
"0000100",2012,"OH","LISBON","44432","PINE HOLLOW",1,0,1,"Cooking",-9.1393366,38.7222524
"0000004",2012,"OH","Negley","44441","STATELINE",1,0,1,"Unknown",-80.5389576,40.7900625
"0000002",2012,"OH","COSHOCTON","43812","TR 221",1,0,1,"Unknown",-81.8595756,40.2720151
"0000133",2012,"OH","Chagrin Falls","44022","Solon",1,0,1,"Smoking",-81.3910999,41.4298516
"2004554",2012,"OH","CLEV","44135","ROCKY RIVER",1,0,1,"Unknown",-81.8162,41.449895
"2006929",2012,"OH","CLEV","44120","OVINGTON",1,0,1,"Unknown",-81.8162,41.449895
"2009820",2012,"OH","CLEV","44103","113TH",1,0,1,"Unknown",-81.8162,41.449895
"2009820",2012,"OH","CLEV","44103","113TH",1,0,1,"Exposure",-81.8162,41.449895
"2011363",2012,"OH","CLEV","44111","149TH",1,0,1,"Unknown",-81.8162,41.449895
"2029665",2012,"OH","CLEV","44120","149TH",1,0,1,"Appliances",-81.8162,41.449895
"2029665",2012,"OH","CLEV","44120","149TH",1,0,1,"Exposure",-81.8162,41.449895
"2042715",2012,"OH","CLEV","44103","45TH",2,0,2,"Unknown",-81.8162,41.449895
"2069294",2012,"OH","CLEV","44109","ROANOKE",1,0,1,"Unknown",-81.8162,41.449895
"0000855",2012,"OH","Euclid","44123","Fuller",1,0,1,"Cooking",-81.5267873,41.5931049
"0000200",2012,"OH","North Royalton","44133","Royalwood",1,0,1,"Heating",-81.7245739,41.3136644
"0003753",2012,"OH","SHAKER HEIGHTS","44120","DALEFORD RD",2,0,2,"Unknown",-81.5370671,41.4739419
"0000116",2012,"OH","WASHINGTON CH","43160","MARKET",1,0,1,"Unknown",-83.4390843,39.5364511
"0000116",2012,"OH","WASHINGTON CH","43160","MARKET",1,0,1,"Exposure",-83.4390843,39.5364511
"2008595",2012,"OH","COLUMBUS","43227","SELKIRK",1,0,1,"Unknown",-82.9987942,39.9611755
"2045148",2012,"OH","COLUMBUS","43212","5TH",1,0,1,"Unknown",-82.9987942,39.9611755
"2064201",2012,"OH","COLUMBUS","43224","CLEVELAND",1,0,1,"Unknown",-82.9987942,39.9611755
"2150813",2012,"OH","COLUMBUS","43232","ALVADA",1,0,1,"Unknown",-82.9987942,39.9611755
"1201209",2012,"OH","Upper Arlington","43220","DIERKER",1,0,1,"Investigation with Arson Module",-83.0624078,39.9945084
"0000019",2012,"OH","vinton","45686","624 hartsook rd",1,0,1,"Unknown",-92.0185651,42.1646477
"0000272",2012,"OH","CHARDON","44024","MAYFIELD",1,0,1,"Unknown",-81.2133262,41.5786639
"0004693",2012,"OH","Beavercreek","45431","WENDOVER",2,0,2,"Unknown",-106.516515,39.604225
"0004693",2012,"OH","Beavercreek","45431","WENDOVER",2,0,2,"Exposure",-106.516515,39.604225
"2030003",2012,"OH","CINC","45232","KESSLER PL",1,0,1,"Cooking",-84.4862408,33.9205642
"0000143",2012,"OH","North College Hill","45239","West Galbraith",1,0,1,"Open Flame",-84.5507778,39.2183911
"0000168",2012,"OH","Greenfield","45123","Carford Pike",1,0,1,"Unknown",-88.0125865,42.9614039
"0000171",2012,"OH","Logan","43138","ORCHARD",1,0,1,"Unknown",-111.8338359,41.7369803
"0000171",2012,"OH","Logan","43138","ORCHARD",1,0,1,"Exposure",-111.8338359,41.7369803
"0000171",2012,"OH","Logan","43138","ORCHARD",1,0,1,"Exposure",-111.8338359,41.7369803
"0000083",2012,"OH","Steubenville","43952","Virginia",1,0,1,"Unknown",-80.6339638,40.3697905
"0000083",2012,"OH","Steubenville","43952","Virginia",1,0,1,"Exposure",-80.6339638,40.3697905
"0000365",2012,"OH","Steubenville","43952","Pennsylvania",1,0,1,"Unknown",-80.6339638,40.3697905
"0000365",2012,"OH","Steubenville","43952","Pennsylvania",1,0,1,"Exposure",-80.6339638,40.3697905
"0000445",2012,"OH","Steubenville","43952","Terrace",1,0,1,"Unknown",-80.6339638,40.3697905
"0002122",2012,"OH","PAINESVILLE TOWNSHIP","44077","WETMORE",1,0,1,"Unknown",-81.2420245,41.7340692
"0000513",2012,"OH","NEWARK","43055","RAMONA",1,0,1,"Unknown",-74.1723667,40.735657
"0000513",2012,"OH","NEWARK","43055","RAMONA",1,0,1,"Exposure",-74.1723667,40.735657
"0000441",2012,"OH","LORAIN","44052","31ST",1,0,1,"Investigation with Arson Module",-82.1823746,41.452819
"2-24047",2012,"OH","Toledo","43607","BEN LOMOND CT",1,0,1,"Unknown",-83.555212,41.6639383
"2-47721",2012,"OH","Toledo","43608","MONT ROYAL DR",1,0,1,"Unknown",-83.555212,41.6639383
"0210102",2012,"OH","Maumee","43537","Garden",2,0,2,"Intentional",-83.6538244,41.5628294
"0000348",2012,"OH","West Jefferson","43162","Main",1,0,1,"Unknown",-81.4928829,36.4037364
"525",2012,"OH","Marion","43302","Chestnut",1,0,1,"Smoking",-85.6591442,40.5583739
"000048",2012,"OH","Piqua","45356","Willard",1,0,1,"Smoking",-84.2424449,40.1447732
"0000004",2012,"OH","Woodsfield","43793","36136 Conner Ridge Road",1,0,1,"Smoking",-81.1153842,39.7625729
"1201766",2012,"OH","DAYTON","45408","GERMANTOWN",1,0,1,"Electrical Malfunction",-84.1916069,39.7589478
"0123626",2012,"OH","Kettering","45440","RAHN",1,0,1,"Natural",-84.1688274,39.6895036
"0005103",2012,"OH","MIAMISBURG","45342","CASE",1,0,1,"Unknown",-84.2866083,39.6428362
"0000296",2012,"OH","DAYTON","45449","SPRINGBORO",1,0,1,"Investigation with Arson Module",-84.1916069,39.7589478
"0000043",2012,"OH","WATERFORD","45786","JOHNSON RIDGE",1,0,1,"Unknown",-83.4066132,42.6907443
"0000180",2012,"OH","Zanesville","43701","GREEN",1,0,1,"Unknown",-82.0131924,39.9403453
"0000180",2012,"OH","Zanesville","43701","GREEN",1,0,1,"Exposure",-82.0131924,39.9403453
"0000392",2012,"OH","NEW LEXINGTON","43764","TR149",1,0,1,"Unknown",-82.2084804,39.7139578
"0000048",2012,"OH","New Straitsville","43766","Main",1,0,1,"Unknown",-82.2376489,39.577847
"0000021",2012,"OH","Piketon","45661","Fourth",1,0,1,"Unknown",-83.0143443,39.0681252
"0000197",2012,"OH","Aurora","44202","Parker",1,0,1,"Unknown",-88.3200715,41.7605849
"0000137",2012,"OH","Garrettsville","44231","Brosius",1,0,1,"Unknown",-81.0964856,41.2842224
"0000004",2012,"OH","Leipsic","45856","Road 5H",1,0,1,"Cooking",-83.9846655,41.0983846
"0000436",2012,"OH","MANSFIELD","44903","VENNUM",1,0,1,"Unknown",-97.1416768,32.5631924
"0000054",2012,"OH","Lucasville","45648","362 carter road",1,0,1,"Unknown",-82.9968419,38.879518
"0112029",2012,"OH","Attica","44807","Twp Rd 124",5,0,5,"Unknown",-78.2802946,42.8642267
"0002618",2012,"OH","Alliance","44601","Wade",1,0,1,"Intentional",-81.1059309,40.9153362
"0007038",2012,"OH","CANTON","44704","PENN",1,0,1,"Cooking",-81.378447,40.7989473
"0012082",2012,"OH","Canton","44702","24TH",1,0,1,"Unknown",-81.378447,40.7989473
"0012082",2012,"OH","Canton","44702","24TH",1,0,1,"Exposure",-81.378447,40.7989473
"0001953",2012,"OH","Canton","44708","14 TH",1,0,1,"Smoking",-81.378447,40.7989473
"120004",2012,"OH","Waynesburg","44688","Iroquois",1,0,1,"Playing with Heat Source",-80.1865976,39.8991472
